#
# Aggregated Blocklist for AbuseIPDB: Indonesia most reported IP addresses.
#
# Number of ips:          521
# Last updated:           2026-09-01 04:18:16
#
# Source:                 https://github.com/borestad/blocklist-abuseipdb
# Stats:                  https://github.com/borestad/blocklist-abuseipdb/tree/main/stats
# Credits 1:              https://www.abuseipdb.com - please support them!
# Credits 2:              https://ipinfo.io - The Trusted Source For IP Address Data
#
103.83.93.122    # ID  AS131111  PT Mora Telematika Indonesia
103.83.98.155    # ID  AS45305   Lintas Data Prima, PT
103.84.5.172     # ID  AS132641  PT Netciti Persada
103.86.117.203   # ID  AS150552  PT Link Data Sumber Barokah
103.86.139.29    # ID  AS136083  Dinas Komunikasi, Informatika dan Statistika Kota Magelang
103.90.27.83     # ID  AS132673  PT Arana Teknologi Indonesia
103.90.67.3      # ID  AS150265  PT Rajawali Bintang Cemerlang Telkomedia
103.94.251.136   # ID  AS138884  PT Centronet Data Indonesia
103.97.101.25    # ID  AS136829  Dinas Kominfo Kota Pekalongan
103.98.176.164   # ID  AS136827  Universitas PGRI Semarang
103.99.214.143   # ID  AS136837  Universitas Muhammadiyah Palembang
103.99.214.213   # ID  AS136837  Universitas Muhammadiyah Palembang
103.99.214.214   # ID  AS136837  Universitas Muhammadiyah Palembang
103.99.27.125    # ID  AS150279  PT Lintas Network Solusi
104.28.213.127   # ID  AS13335   Cloudflare, Inc.
104.28.213.128   # ID  AS13335   Cloudflare, Inc.
108.136.62.223   # ID  AS16509   Amazon.com, Inc.
108.137.12.146   # ID  AS16509   Amazon.com, Inc.
108.137.80.195   # ID  AS16509   Amazon.com, Inc.
110.138.92.67    # ID  AS7713    PT Telekomunikasi Indonesia
110.139.69.101   # ID  AS7713    PT Telekomunikasi Indonesia
110.232.66.64    # ID  AS23679   PT. Media Antar Nusa
110.35.80.116    # ID  AS17727   PT. NAP Info Lintas Nusa
110.93.15.107    # ID  AS45707   Prime Link Communication, PT
112.140.160.26   # ID  AS45708   Pemerintah Kota Surabaya
112.78.134.58    # ID  AS17451   BIZNET NETWORKS
112.78.177.237   # ID  AS17451   BIZNET NETWORKS
112.78.187.211   # ID  AS38482   Biznet ISP
113.192.3.58     # ID  AS142331  PT Boombas Carlo Medianet
113.192.48.217   # ID  AS138089  PT.Global Media Data Prima
114.10.40.149    # ID  AS4761    INDOSAT Internet Network Provider
114.10.43.14     # ID  AS4761    INDOSAT Internet Network Provider
114.10.43.4      # ID  AS4761    INDOSAT Internet Network Provider
114.10.43.6      # ID  AS4761    INDOSAT Internet Network Provider
114.10.44.163    # ID  AS4761    INDOSAT Internet Network Provider
114.10.47.158    # ID  AS4761    INDOSAT Internet Network Provider
114.10.47.234    # ID  AS4761    INDOSAT Internet Network Provider
114.141.59.195   # ID  AS142362  PT Sukma Sejati Media
114.30.80.44     # ID  AS38766   PT. Bumi Merbabu Permai
114.7.0.150      # ID  AS4761    INDOSAT Internet Network Provider
115.124.73.66    # ID  AS38511   PT Remala Abadi
115.124.75.254   # ID  AS38511   PT Remala Abadi
116.0.6.54       # ID  AS59139   PT Wifiku Indonesia
117.102.109.34   # ID  AS17451   BIZNET NETWORKS
117.102.121.163  # ID  AS17451   BIZNET NETWORKS
117.102.86.226   # ID  AS17451   BIZNET NETWORKS
117.18.20.86     # ID  AS138886  PT Data Buana Nusantara
117.54.138.118   # ID  AS9340    INDO Internet, PT
117.54.156.237   # ID  AS9340    INDO Internet, PT
117.54.184.25    # ID  AS9340    INDO Internet, PT
117.54.9.143     # ID  AS9340    INDO Internet, PT
118.99.103.51    # ID  AS17451   BIZNET NETWORKS
118.99.73.30     # ID  AS17451   BIZNET NETWORKS
118.99.73.75     # ID  AS17451   BIZNET NETWORKS
119.47.88.2      # ID  AS38527   JAWA POS NATIONAL NETWORK MEDIALINK, PT
122.102.41.195   # ID  AS38758   PT. HIPERNET INDODATA
123.100.226.79   # ID  AS136170  PT. EXABYTES NETWORK INDONESIA
123.231.171.242  # ID  AS4800    PT Aplikanusa Lintasarta
123.231.189.211  # ID  AS4800    PT Aplikanusa Lintasarta
123.253.29.3     # ID  AS58404   PT Qwords Company International
124.40.252.3     # ID  AS45305   Lintas Data Prima, PT
125.160.141.33   # ID  AS7713    PT Telekomunikasi Indonesia
125.163.106.82   # ID  AS7713    PT Telekomunikasi Indonesia
125.166.16.245   # ID  AS7713    PT Telekomunikasi Indonesia
128.14.232.142   # ID  AS135377  UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
128.14.232.186   # ID  AS135377  UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
128.14.232.254   # ID  AS135377  UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
128.14.233.253   # ID  AS135377  UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
138.252.98.109   # ID  AS154344  PT Java Internet Solution
139.255.18.29    # ID  AS9905    Linknet ASN
139.255.253.74   # ID  AS9905    Linknet ASN
139.255.254.163  # ID  AS9905    Linknet ASN
139.255.73.179   # ID  AS9905    Linknet ASN
146.196.99.10    # ID  AS38320   PT Maxindo Mitra Solusi
147.139.136.75   # ID  AS45102   Alibaba (US) Technology Co., Ltd.
147.139.141.244  # ID  AS45102   Alibaba (US) Technology Co., Ltd.
15.232.154.188   # ID  AS16509   Amazon.com, Inc.
152.32.153.228   # ID  AS135377  UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
152.32.153.53    # ID  AS135377  UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
157.10.182.14    # ID  AS152344  PT Linea Global Teknologi
157.15.187.10    # ID  AS150208  PT Internusa Duta Makmur
157.15.187.3     # ID  AS150208  PT Internusa Duta Makmur
157.15.67.253    # ID  AS152377  PT Trimitra Aditama Koneksindo
157.20.144.241   # ID  AS150279  PT Lintas Network Solusi
157.20.207.165   # ID  AS152436  PT Erajaya Telco Indonesia
157.20.32.171    # ID  AS152390  PT Intercloud Digital Inovasi
157.20.37.254    # ID  AS140470  PT Andalan Dinamika Informatika
157.20.98.244    # ID  AS152435  PT Konnek Jaya Bersama
157.66.122.203   # ID  AS63858   PT Solusi Digital Manira
157.66.55.189    # ID  AS141892  CV Andhika Pratama Sanggoro
157.66.56.107    # ID  AS58477   Argon Data Communication
157.66.56.22     # ID  AS58477   Argon Data Communication
157.66.56.221    # ID  AS58477   Argon Data Communication
157.66.56.51     # ID  AS58477   Argon Data Communication
157.85.210.218   # ID  AS139994  PT XL Axiata Tbk
158.140.166.2    # ID  AS63859   PT. Eka Mas Republik
158.140.170.10   # ID  AS63859   PT. Eka Mas Republik
158.140.185.58   # ID  AS63859   PT. Eka Mas Republik
16.79.66.25      # ID  AS16509   Amazon.com, Inc.
160.187.174.22   # ID  AS153135  PT Netindo Persada Nusantara
