#
# Aggregated Blocklist for AbuseIPDB: Indonesia most reported IP addresses.
#
# Number of ips:          971
# Last updated:           2025-10-30 18:33:02
#
# Source:                 https://github.com/borestad/blocklist-abuseipdb
# Stats:                  https://github.com/borestad/blocklist-abuseipdb/tree/main/stats
# Credits 1:              https://www.abuseipdb.com - please support them!
# Credits 2:              https://ipinfo.io - The Trusted Source For IP Address Data
#
103.186.1.36     # ID  AS136052  PT Cloud Hosting Indonesia
103.186.1.59     # ID  AS136052  PT Cloud Hosting Indonesia
103.186.30.230   # ID  AS141892  CV Andhika Pratama Sanggoro
103.186.31.44    # ID  AS141892  CV Andhika Pratama Sanggoro
103.186.31.45    # ID  AS141892  CV Andhika Pratama Sanggoro
103.187.162.235  # ID  AS149744  PT Misqot Sejahtera Indonesia
103.187.165.26   # ID  AS149897  PT Amanusa Telemedia Mahardika
103.187.91.2     # ID  AS149722  Dinas Komunikasi dan Informatika Kabupaten Kepulauan Metawai
103.188.173.22   # ID  AS149736  PT Satria Digital Media
103.188.173.54   # ID  AS149736  PT Satria Digital Media
103.188.177.46   # ID  AS149734  PEDEE
103.188.38.178   # ID  AS4800    PT Aplikanusa Lintasarta
103.189.250.33   # ID  AS150247  PT Pandawa Lima Java Network
103.19.228.208   # ID  AS132668  PT Bali Towerindo Sentra
103.190.214.241  # ID  AS38513   PT Aplikanusa Lintasarta
103.191.129.134  # ID  AS149920  PT Metro Ring Bersama
103.191.14.112   # ID  AS38513   PT Aplikanusa Lintasarta
103.191.14.243   # ID  AS38513   PT Aplikanusa Lintasarta
103.191.58.47    # ID  AS149909  PT Panjalu Sarana Data Indonesia
103.191.92.110   # ID  AS136052  PT Cloud Hosting Indonesia
103.191.92.118   # ID  AS136052  PT Cloud Hosting Indonesia
103.191.92.139   # ID  AS136052  PT Cloud Hosting Indonesia
103.191.92.236   # ID  AS136052  PT Cloud Hosting Indonesia
103.193.15.48    # ID  AS134612  PT Atria Teknologi Indonesia
103.193.176.131  # ID  AS136052  PT Cloud Hosting Indonesia
103.193.176.147  # ID  AS136052  PT Cloud Hosting Indonesia
103.193.178.109  # ID  AS136052  PT Cloud Hosting Indonesia
103.193.178.180  # ID  AS136052  PT Cloud Hosting Indonesia
103.193.178.227  # ID  AS136052  PT Cloud Hosting Indonesia
103.193.178.230  # ID  AS136052  PT Cloud Hosting Indonesia
103.193.178.248  # ID  AS136052  PT Cloud Hosting Indonesia
103.193.178.42   # ID  AS136052  PT Cloud Hosting Indonesia
103.193.178.65   # ID  AS136052  PT Cloud Hosting Indonesia
103.193.178.68   # ID  AS136052  PT Cloud Hosting Indonesia
103.203.76.79    # ID  AS134620  Pusinfolahta TNI
103.206.72.2     # ID  AS141898  PT Milenial Inti Telekomunikasi
103.210.69.38    # ID  AS141107  PT Linkgo Metro Teknologi
103.213.116.243  # ID  AS38750   Telemedia Dinamika Sarana, PT
103.213.116.244  # ID  AS38750   Telemedia Dinamika Sarana, PT
103.213.234.150  # ID  AS151003  PT. Tri Akses Nusantara
103.213.235.22   # ID  AS151003  PT. Tri Akses Nusantara
103.214.102.162  # ID  AS64027   PT SURYA TEKNIKA PRATAMA
103.214.112.160  # ID  AS136052  PT Cloud Hosting Indonesia
103.214.112.63   # ID  AS136052  PT Cloud Hosting Indonesia
103.214.229.236  # ID  AS64030   Politeknik Negeri Semarang
103.215.25.250   # ID  AS9341    PT INDONESIA COMNETS PLUS
103.217.144.113  # ID  AS136052  PT Cloud Hosting Indonesia
103.217.144.13   # ID  AS136052  PT Cloud Hosting Indonesia
103.217.144.155  # ID  AS136052  PT Cloud Hosting Indonesia
103.217.144.161  # ID  AS136052  PT Cloud Hosting Indonesia
103.217.144.35   # ID  AS136052  PT Cloud Hosting Indonesia
103.217.144.65   # ID  AS136052  PT Cloud Hosting Indonesia
103.217.145.104  # ID  AS136052  PT Cloud Hosting Indonesia
103.217.145.120  # ID  AS136052  PT Cloud Hosting Indonesia
103.217.145.144  # ID  AS136052  PT Cloud Hosting Indonesia
103.217.145.154  # ID  AS136052  PT Cloud Hosting Indonesia
103.217.145.41   # ID  AS136052  PT Cloud Hosting Indonesia
103.217.145.53   # ID  AS136052  PT Cloud Hosting Indonesia
103.217.216.34   # ID  AS24529   PT. Infotama Lintas Global
103.217.219.197  # ID  AS24529   PT. Infotama Lintas Global
103.225.149.239  # ID  AS45701   Internet Madju Abad Millenindo, PT
103.226.138.41   # ID  AS136052  PT Cloud Hosting Indonesia
103.226.138.52   # ID  AS136052  PT Cloud Hosting Indonesia
103.226.138.95   # ID  AS136052  PT Cloud Hosting Indonesia
103.226.139.104  # ID  AS136052  PT Cloud Hosting Indonesia
103.226.139.139  # ID  AS136052  PT Cloud Hosting Indonesia
103.226.139.143  # ID  AS136052  PT Cloud Hosting Indonesia
